,id,shortedPath,subgenres
30,ROCK31,/tracks/ROCK/Jack_White/Jack White - I'm Shakin' (Official Video).mp3,0
31,ROCK32,/tracks/ROCK/Jack_White/Jack White - Sixteen Saltines (Official Video).mp3,2
32,ROCK33,/tracks/ROCK/Jack_White/Jack White - Freedom At 21 (Official Video).mp3,0
33,ROCK34,/tracks/ROCK/King_Gizzard/King Gizzard & The Lizard Wizard - Rattlesnake (Official Video).mp3,3
34,ROCK35,/tracks/ROCK/King_Gizzard/King Gizzard & The Lizard Wizard - Gila Monster.mp3,1
35,ROCK36,/tracks/ROCK/King_Gizzard/King Gizzard & The Lizard Wizard - O.N.E. (Official Video).mp3,2
36,ROCK37,/tracks/ROCK/Jeff_Buckley/Jeff Buckley - Grace (Official Video).mp3,0
37,ROCK38,/tracks/ROCK/Jeff_Buckley/Jeff Buckley - Last Goodbye (Edit).mp3,1
38,ROCK39,/tracks/ROCK/Jeff_Buckley/Jeff Buckley - Hallelujah (Official Video).mp3,4
39,ROCK40,/tracks/ROCK/Gorillaz/On Melancholy Hill.mp3,1
40,ROCK41,/tracks/ROCK/Gorillaz/DARE.mp3,1
41,ROCK42,/tracks/ROCK/Gorillaz/Feel Good Inc..mp3,1
42,ROCK43,/tracks/ROCK/Fiona_Apple/Fiona Apple - Fast As You Can (Official HD Video).mp3,3
43,ROCK44,/tracks/ROCK/Fiona_Apple/Fiona Apple - Criminal (Official HD Video).mp3,1
44,ROCK45,/tracks/ROCK/Fiona_Apple/Fiona Apple - Across the Universe (Official HD Video).mp3,0
45,ROCK46,/tracks/ROCK/The_Rolling_Stones/The Rolling Stones - Sympathy For The Devil (Official Lyric Video).mp3,0
46,ROCK47,/tracks/ROCK/The_Rolling_Stones/The Rolling Stones - (I Can't Get No) Satisfaction (Official Lyric Video).mp3,0
47,ROCK48,"/tracks/ROCK/The_Rolling_Stones/The Rolling Stones - Paint It, Black (Official Lyric Video).mp3",0
48,ROCK49,/tracks/ROCK/Elton_John/Elton John - Sacrifice.mp3,3
49,ROCK50,/tracks/ROCK/Elton_John/Elton John - I'm Still Standing.mp3,1
50,ROCK51,"/tracks/ROCK/Elton_John/Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video).mp3",4
51,ROCK52,/tracks/ROCK/Arctic_Monkeys/Arctic Monkeys - Do I Wanna Know_ (Official Video).mp3,3
52,ROCK53,/tracks/ROCK/Arctic_Monkeys/Why'd You Only Call Me When You're High_.mp3,1
53,ROCK54,/tracks/ROCK/Arctic_Monkeys/I Wanna Be Yours.mp3,3
54,ROCK55,/tracks/ROCK/Dave_Grohl/Dave Grohl - Play (Official Video).mp3,3
55,ROCK56,"/tracks/ROCK/Dave_Grohl/Dave Grohl- Smells Like Teen Spirit, Dave drumming live, Nirvana recording @the Ford LA Oct 13, 2021.mp3",1
56,ROCK57,/tracks/ROCK/Dave_Grohl/Foo Fighters' Dave Grohl vs Animal - The Muppets.mp3,0
57,ROCK58,/tracks/ROCK/Alt-J/alt-J (∆) Breezeblocks.mp3,3
58,ROCK59,/tracks/ROCK/Alt-J/Alt-J (∆) - Matilda.mp3,4
59,ROCK60,/tracks/ROCK/Alt-J/alt-J (∆) - Fitzpleasure (Official Music Video).mp3,0
60,ROCK61,/tracks/ROCK/The_Strokes/The Strokes - Last Nite (Official HD Video).mp3,1
61,ROCK62,/tracks/ROCK/The_Strokes/The Strokes - Someday (Official HD Video).mp3,1
62,ROCK63,/tracks/ROCK/The_Strokes/The Strokes - Reptilia (Official HD Video).mp3,1
63,ROCK64,/tracks/ROCK/Queen/Queen - Don't Stop Me Now (Official Video).mp3,2
64,ROCK65,/tracks/ROCK/Queen/Queen - Another One Bites the Dust (Official Video).mp3,4
65,ROCK66,/tracks/ROCK/Queen/Queen - We Will Rock You (Official Video).mp3,4
